Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Vehicle Number,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
427485,431317,2,1933,3,1,1,1,1,9,2,3,1,20
430490,431745,2,1233,3,1,1,1,2,9,2,3,2,40
430480,433455,1,1335,6,1,1,1,1,9,3,3,2,38
428924,443138,2,1300,6,1,1,1,2,5,1,2,1,41
435956,428271,2,1555,3,1,1,1,2,1,1,3,1,33
430576,430894,2,1614,6,1,1,1,1,9,1,2,2,83
430645,435628,1,2030,6,1,1,1,1,9,3,3,1,7
435739,433260,1,1020,6,1,1,1,1,9,3,3,1,3
437969,440624,2,1035,6,1,1,1,2,1,1,2,1,56
434089,429953,1,1055,1,1,1,1,1,5,1,3,1,61
430439,431745,3,1905,1,1,1,1,1,10,2,3,1,45
430439,431745,3,1905,1,1,1,1,3,9,1,3,2,30
430439,431745,3,1905,1,1,1,1,1,10,2,3,1,27
434191,435125,2,2245,6,1,4,1,2,2,1,3,1,16
432375,435136,2,2255,6,2,4,2,1,9,1,3,1,20
432375,435136,2,2255,6,2,4,2,2,9,1,3,2,41
443620,435469,1,748,2,1,1,1,1,21,1,3,1,49
425632,435391,2,820,6,1,1,1,2,1,1,3,1,33
431889,435623,1,1417,6,1,1,1,1,9,3,3,1,24
420472,440317,2,1430,3,1,1,1,2,9,1,3,2,55
433982,433995,3,1645,4,1,1,1,2,9,1,3,2,36
433982,433995,3,1645,4,1,1,1,2,9,2,3,2,24
427875,434393,2,830,3,1,1,1,2,1,1,3,1,32
421314,434448,2,919,4,1,1,1,2,1,1,3,1,27
429077,433519,2,1000,3,1,1,1,2,9,1,3,1,21
428290,435116,2,1950,6,1,1,1,2,9,1,3,1,22
428290,435116,2,1950,6,1,1,1,2,9,2,3,2,23
419930,441983,2,1305,6,1,1,1,2,9,1,3,2,31
433402,434077,1,1940,6,1,1,1,1,9,1,3,2,45
427238,433808,1,1330,6,1,1,1,1,9,3,3,2,2
437151,437681,1,745,3,1,1,1,1,9,3,3,1,30
427511,433704,2,1030,3,1,1,1,2,1,1,3,1,37
431500,430577,2,1155,6,1,1,1,2,9,1,2,1,19
431500,430577,2,1155,6,1,1,1,2,9,2,2,1,25
431340,431884,2,1347,6,1,1,1,1,9,1,3,1,29
431340,431884,2,1347,6,1,1,1,2,9,1,3,2,27
431340,431884,2,1347,6,1,1,1,2,9,2,3,2,18
429035,433672,2,1030,3,1,1,1,2,9,1,3,2,33
425087,435937,1,1330,3,1,1,1,1,11,2,3,2,29
441670,430498,1,2150,6,1,7,1,1,9,3,3,2,25
427122,434796,2,845,3,1,1,1,2,1,1,3,1,43
429055,429678,2,1217,6,1,1,1,2,11,2,3,2,44
430301,434778,2,1645,6,1,1,1,2,1,1,2,1,52
430397,438008,2,1520,6,1,1,1,1,1,1,3,2,30
424984,432681,1,1702,6,1,1,1,1,9,3,3,2,8
436150,434720,1,1630,6,1,1,1,1,22,3,3,1,47
434767,436483,1,2000,6,1,1,1,1,9,3,3,2,5
427944,436117,2,1600,3,1,1,1,1,1,1,3,2,40
433149,426328,2,1720,3,1,1,1,1,9,1,3,2,17
433149,426328,2,1720,3,1,1,1,2,9,2,3,2,2
425144,437876,2,2038,3,1,1,1,2,9,1,3,1,25
425144,437876,2,2038,3,1,1,1,2,9,2,3,2,34
425144,437876,2,2038,3,1,1,1,2,9,2,3,2,27
425144,437876,2,2038,3,1,1,1,2,9,2,3,2,27
432117,432760,3,1400,5,1,1,1,2,9,1,3,2,28
432117,432760,3,1400,5,1,1,1,2,9,2,3,2,23
426562,430241,2,1139,3,1,1,1,1,4,1,3,1,23
422994,428612,1,1801,6,1,1,1,1,9,3,2,1,10
430080,434403,2,1915,3,1,1,1,1,9,1,3,2,33
430375,426388,1,2312,6,1,4,1,1,9,2,1,1,23
430375,426388,1,2312,6,1,4,1,1,9,2,3,1,20
430375,426388,1,2312,6,1,4,1,1,9,2,2,1,22
430375,426388,1,2312,6,1,4,1,1,9,1,2,1,30
440688,447731,2,1520,3,1,1,1,1,9,1,3,2,41
442248,449107,2,730,4,1,1,1,2,1,1,3,1,26
429500,433453,2,1025,6,1,1,1,2,1,1,3,1,35
424532,435628,4,1230,6,1,1,1,1,9,3,2,1,34
431403,433514,1,1805,6,1,1,1,1,4,3,3,1,16
429775,435099,1,724,6,1,1,1,1,9,3,3,1,48
428577,427871,2,1900,3,1,1,1,2,1,1,3,1,21
430012,432644,2,810,3,1,1,1,2,9,1,3,2,28
428365,432525,3,816,3,1,1,1,2,9,1,3,1,26
437789,432332,2,1359,1,1,1,1,1,19,1,3,1,43
437789,432332,2,1359,1,1,1,1,2,9,1,3,1,63
432361,434990,1,1520,6,1,1,1,1,9,3,2,1,6
430675,424626,2,1717,3,1,1,1,2,4,1,3,1,39
437762,436980,1,1655,6,1,1,1,1,9,3,3,1,8
431144,433612,2,1940,6,1,1,1,1,9,1,3,1,57
431144,433612,2,1940,6,1,1,1,2,9,1,3,2,32
431144,433612,2,1940,6,1,1,1,2,9,2,3,1,79
431144,433612,2,1940,6,1,1,1,2,9,2,3,2,56
433907,428923,1,2030,6,1,1,1,1,8,3,3,1,64
424097,428213,2,745,3,1,1,1,2,3,1,3,1,49
428180,426210,2,620,3,1,1,1,2,3,1,3,1,29
430155,431189,2,1300,6,1,1,1,2,9,1,3,2,35
440441,446650,1,1328,2,1,1,1,1,5,1,2,1,58
440210,433075,1,1539,6,1,1,1,1,9,3,3,1,11
435020,434974,2,911,6,1,1,1,2,9,1,3,2,32
428493,423975,1,1914,6,1,1,1,1,9,1,2,1,19
425969,434129,2,2258,3,1,4,1,1,9,3,1,1,30
429938,432991,1,22,6,2,4,2,1,8,3,3,1,30
433386,433697,2,1600,6,1,1,1,2,9,1,3,1,25
433386,433697,2,1600,6,1,1,1,2,9,2,3,2,27
431539,435164,2,2011,3,1,1,1,2,3,1,3,1,38
425906,436262,2,1608,3,1,1,1,1,9,1,3,2,26
425906,436262,2,1608,3,1,1,1,2,9,1,3,1,49
427340,426476,2,1530,6,1,1,1,1,9,1,3,1,44
427340,426476,2,1530,6,1,1,1,2,9,2,3,1,23
424117,432073,2,2000,4,1,1,1,1,1,1,3,1,34
431315,429061,1,840,6,1,1,1,1,9,3,3,1,12
431371,432380,2,1032,3,1,1,1,1,9,1,3,1,75
431371,432380,2,1032,3,1,1,1,2,9,1,3,1,35
431371,432380,2,1032,3,1,1,1,2,9,2,3,1,16
440471,448400,2,1245,4,1,1,1,1,1,1,3,1,27
425260,432967,2,1400,3,1,1,1,2,9,1,3,1,51
440466,448359,2,1510,4,1,1,1,2,1,1,3,1,55
422307,433311,1,1032,6,1,1,1,1,11,3,2,1,85
427753,432619,2,800,6,1,1,1,1,1,1,3,1,44
430085,434197,2,820,3,1,1,1,2,1,1,3,1,41
434639,433494,1,1815,6,1,1,1,1,8,2,3,2,64
431435,431610,2,751,3,1,1,1,1,9,1,3,1,29
431435,431610,2,751,3,1,1,1,2,9,1,3,2,34
431079,439122,2,815,6,1,1,1,1,1,1,3,1,15
429099,432193,2,1400,6,1,1,1,2,9,1,3,1,45
426403,432010,2,1720,6,1,1,1,1,1,1,3,1,31
429032,431772,1,1900,6,1,1,1,1,2,1,3,1,23
437862,432781,4,1915,1,1,1,1,2,9,1,3,1,55
437862,432781,4,1915,1,1,1,1,3,9,1,3,1,40
437862,432781,4,1915,1,1,1,1,3,9,2,2,1,13
437862,432781,4,1915,1,1,1,1,4,9,1,3,1,27
437862,432781,4,1915,1,1,1,1,4,9,2,3,2,26
438065,432892,2,817,3,2,1,1,2,1,1,2,1,22
430875,434255,2,1655,3,2,1,2,2,1,1,3,1,41
421215,429087,3,1635,3,2,1,2,2,19,1,3,1,53
424878,444621,1,2045,3,2,1,1,1,9,1,3,2,23
424878,444621,1,2045,3,2,1,1,1,9,2,3,1,22
424878,444621,1,2045,3,2,1,1,1,9,2,3,1,23
421542,444314,4,2130,6,2,6,1,2,9,1,2,1,70
421542,444314,4,2130,6,2,6,1,2,9,2,3,2,70
421542,444314,4,2130,6,2,6,1,4,9,1,2,2,46
441858,445739,2,2256,6,2,4,1,2,9,1,3,2,45
432293,436085,1,1535,6,1,1,1,1,97,1,2,1,48
432911,433351,2,1725,6,1,1,1,2,4,1,3,1,53
427218,429828,2,1752,6,1,1,1,2,1,1,3,1,8
434111,429948,2,1140,1,1,1,1,1,9,2,3,1,14
434111,429948,2,1140,1,1,1,1,2,9,1,3,2,52
430484,437131,1,1935,6,1,1,1,1,9,1,3,2,51
432041,428516,2,1151,1,1,1,1,1,9,1,3,1,19
432041,428516,2,1151,1,1,1,1,2,9,1,3,1,27
432041,428516,2,1151,1,1,1,1,2,9,2,3,2,59
432041,428516,2,1151,1,1,1,1,2,9,2,3,1,6
427834,435807,2,1058,6,1,1,1,1,9,1,3,1,32
427955,433625,2,1630,3,1,1,1,2,1,1,3,2,25
445481,436216,1,1900,6,1,1,1,1,5,1,2,1,20
430330,433394,2,1920,6,1,1,1,1,9,1,3,2,27
430438,431159,2,550,6,2,1,2,1,9,1,3,1,30
430438,431159,2,550,6,2,1,2,2,9,1,3,1,67
430438,431159,2,550,6,2,1,2,2,9,2,3,2,67
421168,444945,2,820,3,2,1,1,1,9,1,3,2,20
421168,444945,2,820,3,2,1,1,2,9,1,2,2,32
421168,444945,2,820,3,2,1,1,2,9,2,3,1,32
422448,436372,2,1150,6,1,1,1,1,9,1,3,2,18
433614,434246,2,2230,6,1,4,1,1,1,1,3,1,19
432646,435861,2,1510,6,1,1,1,2,9,1,3,2,35
427400,431364,2,1640,6,1,1,1,2,9,1,3,2,33
423698,437016,2,1937,6,1,1,1,1,1,1,2,1,16
425573,435382,1,830,6,1,1,1,1,11,2,3,2,77
432150,436131,2,1900,6,1,1,1,2,9,1,3,2,41
432150,436131,2,1900,6,1,1,1,2,9,2,3,2,13
425658,433913,2,1900,6,1,1,1,1,3,1,2,1,19
430322,433278,2,1945,6,1,1,1,2,1,1,3,1,41
433310,426326,2,1020,6,1,1,1,2,1,1,2,2,45
439385,432434,2,1020,3,1,1,1,2,9,1,3,1,60
431508,429644,3,1550,6,1,1,1,2,9,1,2,1,34
432020,435735,1,1530,4,2,1,1,1,8,3,3,2,12
432020,435735,1,1530,4,2,1,1,1,8,2,3,2,30
432020,435735,1,1530,4,2,1,1,1,8,2,3,2,7
431935,430604,1,1800,3,2,1,2,1,9,1,3,2,20
428014,426151,1,2015,3,2,1,2,1,9,1,3,1,21
424699,444386,1,2345,3,2,4,1,1,9,1,3,1,24
424699,444386,1,2345,3,2,4,1,1,9,2,3,2,22
424699,444386,1,2345,3,2,4,1,1,9,2,3,1,21
431266,434826,2,540,6,1,1,1,1,9,1,3,1,30
420844,439799,2,1100,6,1,1,1,1,9,1,3,1,56
429179,433842,2,0,6,2,4,2,2,9,1,3,1,34
430421,433813,1,1906,6,1,1,1,1,11,2,3,2,51
424468,437097,2,1605,3,1,1,1,2,9,1,3,2,42
430000,434162,2,1240,3,1,1,1,2,1,1,2,2,68
429609,435399,2,1700,6,1,1,1,2,1,1,3,1,29
423823,431578,2,828,6,1,1,1,2,3,1,2,1,27
431969,435830,1,1006,3,2,1,1,1,9,3,3,1,8
432265,442314,2,1521,3,2,1,2,1,9,1,2,2,64
432265,442314,2,1521,3,2,1,2,2,9,1,3,2,45
432482,434458,1,1155,6,1,1,1,1,9,3,3,1,4
428337,434086,1,830,3,1,1,1,1,11,3,3,1,30
419823,432193,2,1840,6,1,1,1,1,5,1,2,1,27
419823,432193,2,1840,6,1,1,1,1,5,2,2,1,13
429716,433371,1,1615,6,1,1,1,1,11,3,3,2,40
431206,431863,2,1730,3,2,1,1,2,4,1,2,1,25
420890,433364,1,1135,6,1,1,1,1,11,2,3,1,28
422409,436968,2,1225,3,1,1,1,2,9,1,3,1,57
435463,425915,4,1640,1,1,1,1,4,9,1,3,2,55
435463,425915,4,1640,1,1,1,1,3,9,1,3,2,21
435463,425915,4,1640,1,1,1,1,2,9,1,3,1,58
425877,426271,2,844,1,1,1,1,2,9,1,3,2,63
430404,433693,1,1830,6,1,1,1,1,11,3,3,2,27
427419,434985,2,1900,6,1,1,1,1,9,1,3,2,27
427419,434985,2,1900,6,1,1,1,2,9,1,3,1,52
426524,433718,2,720,6,1,1,1,2,3,1,3,1,17
429774,430607,4,29,3,1,4,1,1,9,1,3,2,36
429774,430607,4,29,3,1,4,1,2,9,1,3,2,26
435089,435686,3,1756,6,1,1,1,1,2,1,3,1,22
433273,437414,2,1456,6,1,1,1,1,9,1,2,1,35
430534,432704,2,1749,3,1,1,1,2,1,1,2,1,33
435642,434464,2,1821,6,1,1,1,1,3,1,2,1,16
435642,434464,2,1821,6,1,1,1,1,3,2,3,1,17
427568,436873,2,2030,3,1,1,1,2,1,1,3,2,29
421358,445776,1,2220,3,1,5,1,1,9,1,3,1,21
429284,433491,1,845,6,1,1,1,1,9,3,3,1,37
419364,446516,2,1617,6,1,1,1,1,1,1,3,1,12
443648,437139,1,1130,2,1,1,1,1,9,1,2,2,61
427653,436656,2,1735,3,1,1,1,2,1,1,3,1,28
431776,426356,2,947,1,1,1,1,1,9,1,3,2,19
431776,426356,2,947,1,1,1,1,2,9,1,3,1,20
426397,433971,1,1030,3,1,1,1,1,9,3,3,1,39
426387,435618,2,1818,6,1,1,1,2,5,1,2,1,61
425904,436250,1,625,3,2,1,2,1,3,1,2,1,41
432046,439740,2,950,6,2,1,2,2,9,1,3,1,60
440504,447298,1,1614,2,1,1,1,1,9,1,3,2,25
440504,447298,1,1614,2,1,1,1,1,9,2,3,1,26
430930,436028,1,1740,6,2,1,2,1,9,3,3,2,47
424123,444024,2,1825,6,1,1,1,1,19,1,3,1,21
428472,433317,3,1936,3,1,1,1,3,9,1,3,1,64
436138,435220,3,2147,3,1,4,1,1,9,2,2,2,17
427212,437303,2,1130,3,1,1,1,2,9,1,3,2,24
428980,429767,1,1236,6,1,1,1,1,9,3,3,1,41
429412,431639,3,1520,6,1,1,1,2,9,2,3,1,17
425936,435568,2,1730,6,1,1,1,2,9,1,3,1,39
430490,435970,2,920,6,1,1,1,2,1,1,2,1,52
431343,434943,2,1623,6,1,1,1,2,3,1,3,1,36
428419,432512,2,1630,6,2,1,1,2,3,1,2,1,49
422451,428363,3,2248,6,2,4,1,1,9,1,2,2,50
430675,432499,2,1100,6,1,1,1,1,9,1,3,1,67
430675,432499,2,1100,6,1,1,1,1,9,2,3,2,74
430675,432499,2,1100,6,1,1,1,1,9,2,3,1,63
432189,432810,1,1630,6,1,1,1,1,3,1,2,1,51
431424,435629,4,1710,6,1,1,1,1,9,1,3,1,21
431206,437668,2,1640,6,2,1,1,1,11,2,3,2,68
430234,433401,1,1038,6,1,1,1,1,19,1,3,1,35
430234,433401,1,1038,6,1,1,1,1,19,2,3,1,35
430234,433401,1,1038,6,1,1,1,1,19,2,3,1,29
434620,441231,2,1410,6,1,1,4,2,9,1,3,1,70
426988,426455,3,1800,6,1,1,1,1,9,1,3,2,31
426988,426455,3,1800,6,1,1,1,1,9,2,3,2,4
429383,433470,1,1815,6,1,1,1,1,9,3,2,2,39
425548,437562,2,1935,6,1,1,1,2,9,1,3,2,26
430773,433449,1,1225,3,2,1,2,1,11,3,3,1,51
440192,426166,3,1450,3,2,1,2,2,9,1,2,2,35
430880,433361,2,1748,3,2,1,2,2,8,1,3,1,40
431137,434297,2,2310,6,2,4,1,1,9,1,3,1,26
432661,438017,2,31,6,1,4,1,1,9,2,3,1,28
422947,443102,2,835,6,2,1,1,2,9,1,3,2,24
422377,441728,2,550,6,1,1,1,2,9,1,3,1,43
422377,441728,2,550,6,1,1,1,2,9,2,3,2,39
422377,441728,2,550,6,1,1,1,2,9,2,3,1,10
422377,441728,2,550,6,1,1,1,2,9,2,3,2,7
431396,429436,2,2311,6,2,7,1,2,9,1,3,1,30
429316,440221,2,1815,6,1,1,1,2,1,1,3,1,38
420021,444947,1,1530,6,1,1,1,1,9,3,3,2,25
442220,434606,1,620,4,1,1,1,1,9,2,2,2,22
442220,434606,1,620,4,1,1,1,1,9,2,3,2,22
435850,433766,2,1015,6,1,1,1,1,9,1,2,1,89
431028,434897,2,1745,6,1,1,1,2,1,1,3,1,37
424446,433731,1,1415,6,1,1,1,1,9,1,3,1,28
424446,433731,1,1415,6,1,1,1,1,9,2,3,2,20
430064,433785,2,1745,6,1,1,1,2,1,1,3,1,26
440139,426162,3,924,3,1,1,1,2,9,1,3,2,44
434620,441231,2,1751,6,1,1,1,1,9,1,2,1,25
434620,441231,2,1751,6,1,1,1,1,9,2,3,1,20
434620,441231,2,1751,6,1,1,1,2,9,1,3,1,51
425897,426615,2,954,6,1,1,1,1,9,1,3,1,83
425897,426615,2,954,6,1,1,1,2,9,2,3,1,11
443633,436749,2,1712,2,1,1,1,1,9,1,3,1,45
443633,436749,2,1712,2,1,1,1,2,9,2,3,2,59
440441,446650,3,1756,2,1,1,1,2,19,1,3,1,29
440441,446650,3,1756,2,1,1,1,2,19,2,3,1,32
440441,446650,3,1756,2,1,1,1,2,19,2,3,1,24
420447,434296,2,1816,3,1,1,1,1,9,2,3,2,15
425778,434409,1,1855,6,1,1,1,1,2,3,3,1,14
425778,434409,1,1855,6,1,1,1,1,2,3,3,2,32
428078,431596,1,1941,6,1,1,1,1,19,3,3,1,23
430068,433810,2,1730,6,1,1,1,2,1,1,3,1,24
429542,435408,1,910,6,1,1,1,1,19,3,2,1,26
442047,443581,2,1714,2,1,1,1,1,9,2,3,2,5
442047,443581,2,1714,2,1,1,1,1,9,2,3,1,34
441648,433793,2,1700,3,1,1,1,2,9,1,3,2,29
439288,432421,1,1805,3,1,1,1,1,4,1,2,1,54
436168,434462,1,1800,3,1,1,1,1,9,3,3,1,54
435901,425848,2,915,1,1,1,1,1,9,2,3,2,52
429680,425690,3,935,6,1,1,1,2,9,1,2,2,69
429680,425690,3,935,6,1,1,1,1,9,1,3,2,18
441740,434639,3,1053,1,1,1,1,2,9,1,3,1,39
432247,426312,2,1240,4,1,1,1,1,9,1,3,2,58
425356,440808,3,1310,6,1,1,1,2,9,1,3,2,44
425356,440808,3,1310,6,1,1,1,1,9,1,3,2,53
432572,426025,2,1400,1,1,1,1,2,9,2,3,2,27
432134,431059,2,1741,4,1,1,1,1,90,1,2,1,22
432134,431059,2,1741,4,1,1,1,2,9,1,3,2,32
426786,428248,2,2200,6,1,4,1,1,9,1,3,2,45
442043,437540,2,30,6,1,6,1,2,9,1,3,1,36
430240,433914,1,1200,6,1,1,1,1,8,3,3,1,2
428862,431916,1,1216,6,1,1,1,1,9,3,3,1,2
440631,446075,2,130,2,1,7,1,1,8,2,3,2,21
440631,446075,2,130,2,1,7,1,1,8,2,3,1,23
426044,432256,2,232,6,1,4,1,1,9,1,2,1,25
434620,441231,2,1245,6,1,1,1,1,9,1,2,2,20
434620,441231,2,1245,6,1,1,1,1,9,2,3,1,21
434620,441231,2,1245,6,1,1,1,1,9,2,2,2,20
434620,441231,2,1245,6,1,1,1,2,9,1,3,2,53
435555,434799,2,1740,6,1,1,1,2,5,1,2,1,47
430902,424549,2,1830,1,1,1,1,1,9,1,2,1,79
430902,424549,2,1830,1,1,1,1,1,9,2,2,2,80
432572,428113,2,1836,3,1,1,1,2,9,2,3,2,65
429578,433795,2,2205,6,1,4,1,2,1,1,2,1,36
429850,433431,1,2245,6,1,4,1,1,9,3,3,1,47
436746,437346,2,1300,3,1,1,1,1,9,1,3,2,19
428527,429635,2,1445,6,1,1,1,2,9,2,3,2,83
431016,434496,2,1743,6,1,1,1,2,1,1,2,1,47
443618,435478,2,1944,1,1,1,1,1,9,1,3,2,45
430872,434221,1,450,3,1,4,1,1,9,3,3,1,21
426797,430018,5,1000,1,1,1,1,4,9,1,3,1,32
426797,430018,5,1000,1,1,1,1,4,9,2,3,2,27
422837,434080,1,1246,3,1,1,1,1,9,2,3,1,20
427582,434576,2,1410,6,1,1,1,2,9,1,3,1,32
429091,428699,2,426,6,2,4,1,1,19,1,3,1,29
429091,428699,2,426,6,2,4,1,1,19,2,3,2,40
429091,428699,2,426,6,2,4,1,2,19,1,3,1,35
429091,428699,2,426,6,2,4,1,2,19,2,3,1,28
440404,447686,2,1030,3,1,1,1,2,1,1,2,1,46
429515,430284,2,530,3,1,1,1,1,1,1,2,1,33
433180,434010,2,1528,3,1,1,1,2,9,2,3,1,7
430388,433387,1,1505,6,2,1,1,1,11,2,3,2,44
431625,430528,2,831,1,1,1,1,1,9,1,3,2,44
425913,432231,2,1401,3,1,1,1,2,9,1,3,1,40
425913,432231,2,1401,3,1,1,1,2,9,2,3,1,27
436266,434708,1,1500,6,1,1,1,1,9,3,3,2,86
434621,438144,2,1540,3,1,1,1,2,9,1,3,2,34
427733,433707,2,730,3,1,1,1,2,1,1,3,1,38
428780,433767,2,1805,3,1,1,1,2,1,1,3,1,27
434804,428897,2,10,6,1,4,1,1,3,1,2,1,20
433605,425845,3,800,1,1,1,1,1,9,1,3,1,34
433605,425845,3,800,1,1,1,1,2,9,1,3,1,42
433605,425845,3,800,1,1,1,1,3,9,1,3,2,24
425080,428026,1,354,1,1,4,1,1,3,1,1,1,25
443079,445634,1,1230,6,1,1,1,1,9,3,3,2,72
443667,437187,3,1320,2,1,1,1,2,9,1,3,2,24
420645,441239,2,1456,6,1,1,1,1,9,1,3,2,62
420645,441239,2,1456,6,1,1,1,1,9,2,3,2,32
431528,440087,1,1504,6,1,1,1,1,9,2,3,2,3
427945,436115,2,1556,3,1,1,1,2,1,1,3,1,24
424283,434980,1,2045,6,1,5,1,1,9,3,3,1,57
434475,430699,2,1711,1,1,1,1,1,9,1,3,2,24
434475,430699,2,1711,1,1,1,1,1,9,2,3,2,59
430032,427592,1,1707,6,1,1,1,1,9,3,3,2,3
422043,434384,2,1230,6,1,1,1,2,9,1,3,2,29
422043,434384,2,1230,6,1,1,1,2,9,2,3,2,24
431239,434801,2,2215,6,2,4,1,2,4,1,2,1,30
427235,435201,2,825,6,1,1,1,1,1,1,2,2,52
442469,442537,4,837,2,1,1,1,3,9,1,3,1,52
442469,442537,4,837,2,1,1,1,2,9,1,3,1,46
432009,433875,2,1615,6,1,1,1,2,9,1,3,2,42
432009,433875,2,1615,6,1,1,1,2,9,2,3,1,7
428654,430793,3,2055,6,1,4,1,2,9,1,3,1,40
428654,430793,3,2055,6,1,4,1,3,9,1,3,2,35
430338,433904,1,2140,6,1,4,1,1,9,3,3,2,19
428189,432808,2,536,4,1,1,1,2,9,1,3,1,34
436364,434604,1,1000,6,1,1,1,1,11,3,3,1,95
431021,430558,3,1750,1,1,1,1,2,9,1,3,2,30
431021,430558,3,1750,1,1,1,1,3,9,1,3,1,25
431021,430558,3,1750,1,1,1,1,3,9,2,3,1,20
431021,430558,3,1750,1,1,1,1,3,9,2,3,1,15
427273,432561,1,2040,6,1,4,1,1,9,3,2,1,39
432338,434973,1,2130,6,1,7,1,1,9,3,3,1,40
424979,427534,3,1245,3,1,1,1,1,9,1,3,1,31
432161,433604,2,1552,3,1,1,1,1,1,1,3,1,12
432161,433604,2,1552,3,1,1,1,2,9,1,3,1,44
429047,434518,2,2150,6,1,4,1,1,9,3,2,1,48
426777,431760,1,1530,3,2,1,2,1,9,3,3,1,11
429962,430875,2,20,3,2,4,1,1,9,2,2,1,24
429962,430875,2,20,3,2,4,1,2,9,1,3,1,19
423348,438153,2,750,3,1,1,1,1,19,1,3,1,35
425552,436387,2,918,3,1,1,1,2,1,1,3,1,32
429960,428086,2,1339,6,1,1,1,1,5,1,2,1,20
429960,428086,2,1339,6,1,1,1,1,5,2,2,1,19
429960,428086,2,1339,6,1,1,1,2,9,1,3,2,31
429744,436495,2,1505,6,1,1,1,2,19,1,3,1,40
427201,433656,2,1710,3,1,1,1,1,3,1,3,1,19
427431,432849,2,1002,6,1,1,1,2,9,1,3,2,32
428804,433315,3,1827,2,1,1,1,2,9,1,2,2,28
431402,435029,2,743,3,2,1,1,2,1,1,3,1,20
441099,432504,2,749,6,1,1,1,1,1,1,3,1,12
431004,430633,2,1201,6,1,1,1,2,11,2,3,2,3
427192,433522,2,1815,6,1,1,1,1,9,1,3,2,62
427192,433522,2,1815,6,1,1,1,2,9,2,3,1,27
427529,432600,2,2112,6,1,4,1,2,1,1,3,1,21
421777,435335,2,1230,6,1,1,1,2,1,1,3,1,29
430700,424440,2,1158,3,1,1,1,2,9,1,3,1,55
425987,434136,3,1535,3,1,1,1,1,9,1,3,2,27
425987,434136,3,1535,3,1,1,1,2,9,1,3,1,24
429704,431078,2,1701,6,1,1,1,1,9,1,3,1,34
427688,436155,1,2116,6,1,4,1,1,9,3,2,1,20
435301,434819,2,1045,3,1,1,1,1,9,1,3,2,47
435301,434819,2,1045,3,1,1,1,2,9,1,3,1,40
424300,435338,2,835,3,1,1,1,2,3,1,2,1,30
429369,433755,3,1215,2,1,1,1,2,9,1,3,2,54
429369,433755,3,1215,2,1,1,1,3,9,1,3,2,29
429742,430780,2,2300,6,1,4,1,1,9,1,2,2,24
429742,430780,2,2300,6,1,4,1,1,9,2,3,1,69
429742,430780,2,2300,6,1,4,1,2,9,1,3,1,23
433299,434047,1,2100,3,1,1,1,1,11,2,3,2,50
429918,433887,2,1720,6,1,1,1,2,1,1,3,1,37
443561,438096,3,1106,2,1,1,1,2,9,1,3,2,70
443561,438096,3,1106,2,1,1,1,3,9,2,3,2,22
421528,433982,2,2318,3,1,4,1,1,9,1,3,1,31
421528,433982,2,2318,3,1,4,1,2,9,2,3,2,7
420330,445551,2,1135,3,1,1,1,1,1,1,2,2,56
433362,425594,1,1830,3,1,1,1,1,3,1,2,1,16
437663,444945,1,2310,3,2,6,1,1,9,1,2,2,40
430072,433369,1,57,6,2,4,2,1,9,3,3,1,30
428555,433367,2,937,6,1,1,1,2,1,1,3,2,32
424307,443947,1,950,3,1,1,1,1,9,1,2,2,68
428102,426660,2,1148,3,1,1,1,2,9,2,3,2,21
432178,438852,2,1350,6,1,1,1,2,3,1,3,1,39
425109,435552,1,1425,6,1,1,1,1,9,3,3,1,11
428596,427781,2,1939,3,1,4,1,1,9,2,3,1,22
430877,434255,2,853,3,1,1,1,2,1,1,2,1,27
430942,435678,2,947,6,1,1,1,2,1,1,3,1,25
426860,437747,2,1119,3,1,1,1,1,9,1,3,2,44
424126,444006,2,1634,3,1,1,1,1,9,1,3,1,35
424126,444006,2,1634,3,1,1,1,1,9,2,3,1,33
431970,435823,2,759,3,1,1,1,1,3,1,2,1,21
430436,434915,2,1400,6,1,1,1,2,1,1,3,1,40
418937,441940,2,1625,6,1,1,1,1,9,1,3,2,38
430533,434502,2,1655,3,1,1,1,1,5,1,3,1,21
432341,426349,2,1729,1,1,1,1,2,9,1,3,1,31
428706,432806,2,2151,6,1,4,1,2,1,1,2,1,33
428390,434070,2,1000,6,1,1,1,2,1,1,3,1,19
431495,436228,2,1610,4,1,1,1,2,8,1,3,1,40
432772,436856,1,1439,6,1,1,1,1,3,3,2,2,86
430490,435976,2,1710,6,1,1,1,1,9,1,3,1,34
430490,435976,2,1710,6,1,1,1,2,9,1,3,1,51
426326,428159,1,1820,4,1,1,1,1,8,3,3,1,30
418767,446467,2,1900,6,1,1,1,2,11,2,3,2,50
427279,433073,2,2105,4,1,4,1,2,1,1,3,1,16
430954,435884,1,846,6,1,1,1,1,9,3,2,2,33
430798,435342,2,1315,6,1,1,1,1,9,1,3,1,40
430798,435342,2,1315,6,1,1,1,2,9,1,3,1,35
426015,428237,1,1300,6,1,1,1,1,9,3,3,2,35
440556,447694,2,1534,3,1,1,1,2,1,1,2,1,71
429240,433846,2,1415,6,1,1,1,2,11,2,3,2,27
